Region/Country/Area,,Year,Series,Value
499,Montenegro,2010,Population aged 60+ years old (percentage),17.8771
499,Montenegro,2010,Population density,46.4145
499,Montenegro,2017,Population mid-year estimates (millions),0.6276
499,Montenegro,2017,Population mid-year estimates for males (millions),0.3103
499,Montenegro,2017,Population mid-year estimates for females (millions),0.3173
499,Montenegro,2017,Sex ratio (males per 100 females),97.7779
499,Montenegro,2017,Population aged 0 to 14 years old (percentage),18.2503
499,Montenegro,2017,Population aged 60+ years old (percentage),21.0685
499,Montenegro,2017,Population density,46.659
499,Montenegro,2017,Surface area (thousand km2),13.812
499,Montenegro,2019,Population mid-year estimates (millions),0.628
499,Montenegro,2019,Population mid-year estimates for males (millions),0.3105
499,Montenegro,2019,Population mid-year estimates for females (millions),0.3175
499,Montenegro,2019,Sex ratio (males per 100 females),97.8027
499,Montenegro,2019,Population aged 0 to 14 years old (percentage),18.1502
499,Montenegro,2019,Population aged 60+ years old (percentage),21.7422
499,Montenegro,2019,Population density,46.6905
500,Montserrat,2001,Population mid-year estimates (millions),0.0045
500,Montserrat,2001,Sex ratio (males per 100 females),116.6425
500,Montserrat,2001,Population aged 0 to 14 years old (percentage),19.3498
500,Montserrat,2001,Population aged 60+ years old (percentage),19.8619
500,Montserrat,2001,Population density,45.05
500,Montserrat,2004,Population mid-year estimates (millions),0.0046
500,Montserrat,2004,Sex ratio (males per 100 females),112.6761
500,Montserrat,2004,Population density,46.44
500,Montserrat,2005,Population mid-year estimates (millions),0.0048
500,Montserrat,2005,Population density,47.78
500,Montserrat,2006,Population mid-year estimates (millions),0.0048
500,Montserrat,2006,Sex ratio (males per 100 females),108.7173
500,Montserrat,2006,Population aged 0 to 14 years old (percentage),19.6106
500,Montserrat,2006,Population aged 60+ years old (percentage),19.0145
500,Montserrat,2006,Population density,48.46
500,Montserrat,2010,Population mid-year estimates (millions),0.0049
500,Montserrat,2010,Population density,49.44
500,Montserrat,2011,Population mid-year estimates (millions),0.005
500,Montserrat,2011,Sex ratio (males per 100 females),107.1549
500,Montserrat,2011,Population aged 0 to 14 years old (percentage),19.7278
500,Montserrat,2011,Population aged 60+ years old (percentage),19.6262
500,Montserrat,2011,Population density,49.94
500,Montserrat,2016,Population mid-year estimates (millions),0.0052
500,Montserrat,2016,Sex ratio (males per 100 females),106.0024
500,Montserrat,2016,Population density,51.52
500,Montserrat,2017,Population mid-year estimates (millions),0.0052
500,Montserrat,2017,Population density,51.77
500,Montserrat,2017,Surface area (thousand km2),0.103
500,Montserrat,2019,Population mid-year estimates (millions),0.005
500,Montserrat,2019,Population density,49.89
504,Morocco,2005,Population mid-year estimates (millions),30.4556
504,Morocco,2005,Population mid-year estimates for males (millions),15.0451
504,Morocco,2005,Population mid-year estimates for females (millions),15.4105
504,Morocco,2005,Sex ratio (males per 100 females),97.6292
504,Morocco,2005,Population aged 0 to 14 years old (percentage),30.7535
504,Morocco,2005,Population aged 60+ years old (percentage),8.2354
504,Morocco,2005,Population density,68.2401
504,Morocco,2010,Population mid-year estimates (millions),32.3434
504,Morocco,2010,Population mid-year estimates for males (millions),15.9468
504,Morocco,2010,Population mid-year estimates for females (millions),16.3966
504,Morocco,2010,Sex ratio (males per 100 females),97.2571
504,Morocco,2010,Population aged 0 to 14 years old (percentage),28.5137
504,Morocco,2010,Population aged 60+ years old (percentage),8.6269
504,Morocco,2010,Population density,72.4701
504,Morocco,2017,Population mid-year estimates (millions),35.5813
504,Morocco,2017,Population mid-year estimates for males (millions),17.6426
504,Morocco,2017,Population mid-year estimates for females (millions),17.9387
504,Morocco,2017,Sex ratio (males per 100 females),98.3495
504,Morocco,2017,Population aged 0 to 14 years old (percentage),27.4526
504,Morocco,2017,Population aged 60+ years old (percentage),10.6308
504,Morocco,2017,Population density,79.725
504,Morocco,2017,Surface area (thousand km2),446.55
504,Morocco,2019,Population mid-year estimates (millions),36.4718
504,Morocco,2019,Population mid-year estimates for males (millions),18.0931
504,Morocco,2019,Population mid-year estimates for females (millions),18.3787
504,Morocco,2019,Sex ratio (males per 100 females),98.4458
504,Morocco,2019,Population aged 0 to 14 years old (percentage),26.9695
504,Morocco,2019,Population aged 60+ years old (percentage),11.4371
504,Morocco,2019,Population density,81.7203
508,Mozambique,2005,Population mid-year estimates (millions),20.4939
508,Mozambique,2005,Population mid-year estimates for males (millions),9.848
508,Mozambique,2005,Population mid-year estimates for females (millions),10.6459
508,Mozambique,2005,Sex ratio (males per 100 females),92.505
508,Mozambique,2005,Population aged 0 to 14 years old (percentage),45.1968
508,Mozambique,2005,Population aged 60+ years old (percentage),4.9426
508,Mozambique,2005,Population density,26.0611
508,Mozambique,2010,Population mid-year estimates (millions),23.5316
508,Mozambique,2010,Population mid-year estimates for males (millions),11.3513
508,Mozambique,2010,Population mid-year estimates for females (millions),12.1803
508,Mozambique,2010,Sex ratio (males per 100 females),93.1941
508,Mozambique,2010,Population aged 0 to 14 years old (percentage),45.7322
508,Mozambique,2010,Population aged 60+ years old (percentage),4.7112
508,Mozambique,2010,Population density,29.9239
508,Mozambique,2017,Population mid-year estimates (millions),28.649
508,Mozambique,2017,Population mid-year estimates for males (millions),13.8913
508,Mozambique,2017,Population mid-year estimates for females (millions),14.7577
508,Mozambique,2017,Sex ratio (males per 100 females),94.1291
508,Mozambique,2017,Population aged 0 to 14 years old (percentage),44.9595
508,Mozambique,2017,Population aged 60+ years old (percentage),4.4485
508,Mozambique,2017,Population density,36.4315
508,Mozambique,2017,Surface area (thousand km2),799.38
508,Mozambique,2019,Population mid-year estimates (millions),30.366
508,Mozambique,2019,Population mid-year estimates for males (millions),14.7459
508,Mozambique,2019,Population mid-year estimates for females (millions),15.6202
508,Mozambique,2019,Sex ratio (males per 100 females),94.4025
508,Mozambique,2019,Population aged 0 to 14 years old (percentage),44.368
508,Mozambique,2019,Population aged 60+ years old (percentage),4.4014
508,Mozambique,2019,Population density,38.615
104,Myanmar,2005,Population mid-year estimates (millions),48.9499
104,Myanmar,2005,Population mid-year estimates for males (millions),23.672
104,Myanmar,2005,Population mid-year estimates for females (millions),25.278
104,Myanmar,2005,Sex ratio (males per 100 females),93.6466
104,Myanmar,2005,Population aged 0 to 14 years old (percentage),31.1787
104,Myanmar,2005,Population aged 60+ years old (percentage),6.8967
104,Myanmar,2005,Population density,74.9283
104,Myanmar,2010,Population mid-year estimates (millions),50.6008
104,Myanmar,2010,Population mid-year estimates for males (millions),24.3985
104,Myanmar,2010,Population mid-year estimates for females (millions),26.2023
104,Myanmar,2010,Sex ratio (males per 100 females),93.1158
104,Myanmar,2010,Population aged 0 to 14 years old (percentage),30.0461
104,Myanmar,2010,Population aged 60+ years old (percentage),7.3306
104,Myanmar,2010,Population density,77.4554
104,Myanmar,2017,Population mid-year estimates (millions),53.3825
104,Myanmar,2017,Population mid-year estimates for males (millions),25.7276
104,Myanmar,2017,Population mid-year estimates for females (millions),27.6549
104,Myanmar,2017,Sex ratio (males per 100 females),93.0308
104,Myanmar,2017,Population aged 0 to 14 years old (percentage),26.8467
104,Myanmar,2017,Population aged 60+ years old (percentage),9.1238
104,Myanmar,2017,Population density,81.7134
104,Myanmar,2017,Surface area (thousand km2),676.577
104,Myanmar,2019,Population mid-year estimates (millions),54.0454
104,Myanmar,2019,Population mid-year estimates for males (millions),26.0447
104,Myanmar,2019,Population mid-year estimates for females (millions),28.0008
104,Myanmar,2019,Sex ratio (males per 100 females),93.0142
104,Myanmar,2019,Population aged 0 to 14 years old (percentage),25.9144
104,Myanmar,2019,Population aged 60+ years old (percentage),9.7043
104,Myanmar,2019,Population density,82.7281
516,Namibia,2005,Population mid-year estimates (millions),1.9383
516,Namibia,2005,Population mid-year estimates for males (millions),0.935
516,Namibia,2005,Population mid-year estimates for females (millions),1.0033
516,Namibia,2005,Sex ratio (males per 100 females),93.1917
516,Namibia,2005,Population aged 0 to 14 years old (percentage),39.4367
516,Namibia,2005,Population aged 60+ years old (percentage),5.4744
516,Namibia,2005,Population density,2.3544
516,Namibia,2010,Population mid-year estimates (millions),2.1189
516,Namibia,2010,Population mid-year estimates for males (millions),1.024
516,Namibia,2010,Population mid-year estimates for females (millions),1.0949
516,Namibia,2010,Sex ratio (males per 100 females),93.5291
516,Namibia,2010,Population aged 0 to 14 years old (percentage),37.4144
516,Namibia,2010,Population aged 60+ years old (percentage),5.8402
516,Namibia,2010,Population density,2.5737
516,Namibia,2017,Population mid-year estimates (millions),2.4026
516,Namibia,2017,Population mid-year estimates for males (millions),1.1636
516,Namibia,2017,Population mid-year estimates for females (millions),1.239
516,Namibia,2017,Sex ratio (males per 100 females),93.9169
516,Namibia,2017,Population aged 0 to 14 years old (percentage),36.8825
516,Namibia,2017,Population aged 60+ years old (percentage),5.5593
516,Namibia,2017,Population density,2.9183
516,Namibia,2017,Surface area (thousand km2),824.116
516,Namibia,2019,Population mid-year estimates (millions),2.4945
516,Namibia,2019,Population mid-year estimates for males (millions),1.2089
516,Namibia,2019,Population mid-year estimates for females (millions),1.2857
516,Namibia,2019,Sex ratio (males per 100 females),94.0264
516,Namibia,2019,Population aged 0 to 14 years old (percentage),36.9059
516,Namibia,2019,Population aged 60+ years old (percentage),5.5853
516,Namibia,2019,Population density,3.03
520,Nauru,2002,Population mid-year estimates (millions),0.0101
520,Nauru,2002,Sex ratio (males per 100 females),104.1996
520,Nauru,2002,Population aged 0 to 14 years old (percentage),38.1321
520,Nauru,2002,Population aged 60+ years old (percentage),2.5335
520,Nauru,2002,Population density,504
520,Nauru,2005,Population mid-year estimates (millions),0.0101
520,Nauru,2005,Population density,505.7
520,Nauru,2010,Population mid-year estimates (millions),0.01
520,Nauru,2010,Population density,501.25
520,Nauru,2016,Population mid-year estimates (millions),0.0113
520,Nauru,2016,Sex ratio (males per 100 females),101.8868
520,Nauru,2016,Population aged 0 to 14 years old (percentage),39.5195
520,Nauru,2016,Population aged 60+ years old (percentage),4.0404
520,Nauru,2016,Population density,567.35
520,Nauru,2017,Population mid-year estimates (millions),0.0114
520,Nauru,2017,Population density,567.95
520,Nauru,2017,Surface area (thousand km2),0.021
520,Nauru,2019,Population mid-year estimates (millions),0.0108
520,Nauru,2019,Population density,537.8
524,Nepal,2005,Population mid-year estimates (millions),25.7445
524,Nepal,2005,Population mid-year estimates for males (millions),12.7879
524,Nepal,2005,Population mid-year estimates for females (millions),12.9566
524,Nepal,2005,Sex ratio (males per 100 females),98.6985
524,Nepal,2005,Population aged 0 to 14 years old (percentage),39.2676
524,Nepal,2005,Population aged 60+ years old (percentage),6.6697
524,Nepal,2005,Population density,179.5919
524,Nepal,2010,Population mid-year estimates (millions),27.0132
524,Nepal,2010,Population mid-year estimates for males (millions),13.2966
524,Nepal,2010,Population mid-year estimates for females (millions),13.7166
524,Nepal,2010,Sex ratio (males per 100 females),96.9381
524,Nepal,2010,Population aged 0 to 14 years old (percentage),36.289
524,Nepal,2010,Population aged 60+ years old (percentage),7.5285
524,Nepal,2010,Population density,188.4424
524,Nepal,2017,Population mid-year estimates (millions),27.6327
524,Nepal,2017,Population mid-year estimates for males (millions),12.555
524,Nepal,2017,Population mid-year estimates for females (millions),15.0777
524,Nepal,2017,Sex ratio (males per 100 females),83.2683
524,Nepal,2017,Population aged 0 to 14 years old (percentage),31.3365
524,Nepal,2017,Population aged 60+ years old (percentage),8.4515
524,Nepal,2017,Population density,192.7637
524,Nepal,2017,Surface area (thousand km2),147.181
524,Nepal,2019,Population mid-year estimates (millions),28.6087
524,Nepal,2019,Population mid-year estimates for males (millions),13.047
524,Nepal,2019,Population mid-year estimates for females (millions),15.5618
524,Nepal,2019,Sex ratio (males per 100 females),83.8398
524,Nepal,2019,Population aged 0 to 14 years old (percentage),29.5704
524,Nepal,2019,Population aged 60+ years old (percentage),8.5714
524,Nepal,2019,Population density,199.5724
528,Netherlands,2005,Population mid-year estimates (millions),16.3672
528,Netherlands,2005,Population mid-year estimates for males (millions),8.1161
528,Netherlands,2005,Population mid-year estimates for females (millions),8.2511
528,Netherlands,2005,Sex ratio (males per 100 females),98.3638
528,Netherlands,2005,Population aged 0 to 14 years old (percentage),18.3204
528,Netherlands,2005,Population aged 60+ years old (percentage),19.2688
528,Netherlands,2005,Population density,485.3843
528,Netherlands,2010,Population mid-year estimates (millions),16.6829
528,Netherlands,2010,Population mid-year estimates for males (millions),8.2844
528,Netherlands,2010,Population mid-year estimates for females (millions),8.3985
528,Netherlands,2010,Sex ratio (males per 100 females),98.6412
528,Netherlands,2010,Population aged 0 to 14 years old (percentage),17.5222
528,Netherlands,2010,Population aged 60+ years old (percentage),21.968
528,Netherlands,2010,Population density,494.7484
528,Netherlands,2017,Population mid-year estimates (millions),17.0213
528,Netherlands,2017,Population mid-year estimates for males (millions),8.4688
528,Netherlands,2017,Population mid-year estimates for females (millions),8.5525
528,Netherlands,2017,Sex ratio (males per 100 females),99.0218
528,Netherlands,2017,Population aged 0 to 14 years old (percentage),16.3531
528,Netherlands,2017,Population aged 60+ years old (percentage),25.0462
528,Netherlands,2017,Population density,504.7849
528,Netherlands,2017,Surface area (thousand km2),41.542
528,Netherlands,2019,Population mid-year estimates (millions),17.0971
528,Netherlands,2019,Population mid-year estimates for males (millions),8.5148
528,Netherlands,2019,Population mid-year estimates for females (millions),8.5823
528,Netherlands,2019,Sex ratio (males per 100 females),99.214
528,Netherlands,2019,Population aged 0 to 14 years old (percentage),15.8835
528,Netherlands,2019,Population aged 60+ years old (percentage),26.0631
528,Netherlands,2019,Population density,507.0323
540,New Caledonia,2005,Population mid-year estimates (millions),0.2364
540,New Caledonia,2005,Population mid-year estimates for males (millions),0.1192
540,New Caledonia,2005,Population mid-year estimates for females (millions),0.1172
540,New Caledonia,2005,Sex ratio (males per 100 females),101.7019
540,New Caledonia,2005,Population aged 0 to 14 years old (percentage),27.9303
540,New Caledonia,2005,Population aged 60+ years old (percentage),9.4514
540,New Caledonia,2005,Population density,12.9345
540,New Caledonia,2010,Population mid-year estimates (millions),0.2535
540,New Caledonia,2010,Population mid-year estimates for males (millions),0.1277
540,New Caledonia,2010,Population mid-year estimates for females (millions),0.1258
540,New Caledonia,2010,Sex ratio (males per 100 females),101.5414
540,New Caledonia,2010,Population aged 0 to 14 years old (percentage),25.8324
540,New Caledonia,2010,Population aged 60+ years old (percentage),10.9902
540,New Caledonia,2010,Population density,13.8691
540,New Caledonia,2017,Population mid-year estimates (millions),0.2772
540,New Caledonia,2017,Population mid-year estimates for males (millions),0.1396
540,New Caledonia,2017,Population mid-year estimates for females (millions),0.1375
540,New Caledonia,2017,Sex ratio (males per 100 females),101.5101
540,New Caledonia,2017,Population aged 0 to 14 years old (percentage),23.046
540,New Caledonia,2017,Population aged 60+ years old (percentage),13.0135
540,New Caledonia,2017,Population density,15.1614
540,New Caledonia,2017,Surface area (thousand km2),18.575
540,New Caledonia,2019,Population mid-year estimates (millions),0.2828
540,New Caledonia,2019,Population mid-year estimates for males (millions),0.1422
540,New Caledonia,2019,Population mid-year estimates for females (millions),0.1405
540,New Caledonia,2019,Sex ratio (males per 100 females),101.2061
540,New Caledonia,2019,Population aged 0 to 14 years old (percentage),22.434
540,New Caledonia,2019,Population aged 60+ years old (percentage),13.7577
540,New Caledonia,2019,Population density,15.4677
554,New Zealand,2005,Population mid-year estimates (millions),4.1354
554,New Zealand,2005,Population mid-year estimates for males (millions),2.0257
554,New Zealand,2005,Population mid-year estimates for females (millions),2.1096
554,New Zealand,2005,Sex ratio (males per 100 females),96.025
554,New Zealand,2005,Population aged 0 to 14 years old (percentage),21.5448
554,New Zealand,2005,Population aged 60+ years old (percentage),16.4477
554,New Zealand,2005,Population density,15.7053
554,New Zealand,2010,Population mid-year estimates (millions),4.3701
554,New Zealand,2010,Population mid-year estimates for males (millions),2.1458
554,New Zealand,2010,Population mid-year estimates for females (millions),2.2243
554,New Zealand,2010,Sex ratio (males per 100 females),96.4693
554,New Zealand,2010,Population aged 0 to 14 years old (percentage),20.4975
554,New Zealand,2010,Population aged 60+ years old (percentage),18.3637
554,New Zealand,2010,Population density,16.5966
554,New Zealand,2017,Population mid-year estimates (millions),4.702
554,New Zealand,2017,Population mid-year estimates for males (millions),2.3119
554,New Zealand,2017,Population mid-year estimates for females (millions),2.3901
554,New Zealand,2017,Sex ratio (males per 100 females),96.7268
554,New Zealand,2017,Population aged 0 to 14 years old (percentage),19.7162
554,New Zealand,2017,Population aged 60+ years old (percentage),20.8563
554,New Zealand,2017,Population density,17.8574
554,New Zealand,2017,Surface area (thousand km2),268.107
554,New Zealand,2019,Population mid-year estimates (millions),4.7831
554,New Zealand,2019,Population mid-year estimates for males (millions),2.3512
554,New Zealand,2019,Population mid-year estimates for females (millions),2.4319
554,New Zealand,2019,Sex ratio (males per 100 females),96.68
554,New Zealand,2019,Population aged 0 to 14 years old (percentage),19.5666
554,New Zealand,2019,Population aged 60+ years old (percentage),21.7338
554,New Zealand,2019,Population density,18.1651
558,Nicaragua,2005,Population mid-year estimates (millions),5.4387
558,Nicaragua,2005,Population mid-year estimates for males (millions),2.6841
558,Nicaragua,2005,Population mid-year estimates for females (millions),2.7546
558,Nicaragua,2005,Sex ratio (males per 100 females),97.4437
558,Nicaragua,2005,Population aged 0 to 14 years old (percentage),36.223
558,Nicaragua,2005,Population aged 60+ years old (percentage),6.0167
558,Nicaragua,2005,Population density,45.1944
558,Nicaragua,2010,Population mid-year estimates (millions),5.8241
558,Nicaragua,2010,Population mid-year estimates for males (millions),2.8691
558,Nicaragua,2010,Population mid-year estimates for females (millions),2.955
558,Nicaragua,2010,Sex ratio (males per 100 females),97.0931
558,Nicaragua,2010,Population aged 0 to 14 years old (percentage),33.3185
558,Nicaragua,2010,Population aged 60+ years old (percentage),6.2933
558,Nicaragua,2010,Population density,48.3968
558,Nicaragua,2017,Population mid-year estimates (millions),6.3848
558,Nicaragua,2017,Population mid-year estimates for males (millions),3.147
558,Nicaragua,2017,Population mid-year estimates for females (millions),3.2378
558,Nicaragua,2017,Sex ratio (males per 100 females),97.1943
558,Nicaragua,2017,Population aged 0 to 14 years old (percentage),30.5484
558,Nicaragua,2017,Population aged 60+ years old (percentage),7.8709
558,Nicaragua,2017,Population density,53.0567
558,Nicaragua,2017,Surface area (thousand km2),130.373
558,Nicaragua,2019,Population mid-year estimates (millions),6.5455
558,Nicaragua,2019,Population mid-year estimates for males (millions),3.226
558,Nicaragua,2019,Population mid-year estimates for females (millions),3.3195
558,Nicaragua,2019,Sex ratio (males per 100 females),97.1823
558,Nicaragua,2019,Population aged 0 to 14 years old (percentage),29.8549
558,Nicaragua,2019,Population aged 60+ years old (percentage),8.412
558,Nicaragua,2019,Population density,54.3917
562,Niger,2005,Population mid-year estimates (millions),13.6245
562,Niger,2005,Population mid-year estimates for males (millions),6.7835
562,Niger,2005,Population mid-year estimates for females (millions),6.841
562,Niger,2005,Sex ratio (males per 100 females),99.1585
562,Niger,2005,Population aged 0 to 14 years old (percentage),49.1925
562,Niger,2005,Population aged 60+ years old (percentage),4.1248
562,Niger,2005,Population density,10.7559
562,Niger,2010,Population mid-year estimates (millions),16.464
562,Niger,2010,Population mid-year estimates for males (millions),8.227
562,Niger,2010,Population mid-year estimates for females (millions),8.237
562,Niger,2010,Sex ratio (males per 100 females),99.8786
562,Niger,2010,Population aged 0 to 14 years old (percentage),50.0361
562,Niger,2010,Population aged 60+ years old (percentage),4.1561
562,Niger,2010,Population density,12.9976
562,Niger,2017,Population mid-year estimates (millions),21.6024
562,Niger,2017,Population mid-year estimates for males (millions),10.8449
562,Niger,2017,Population mid-year estimates for females (millions),10.7574
562,Niger,2017,Sex ratio (males per 100 females),100.8134
562,Niger,2017,Population aged 0 to 14 years old (percentage),50.0929
562,Niger,2017,Population aged 60+ years old (percentage),4.1346
562,Niger,2017,Population density,17.0541
562,Niger,2017,Surface area (thousand km2),1267
562,Niger,2019,Population mid-year estimates (millions),23.3107
562,Niger,2019,Population mid-year estimates for males (millions),11.7145
562,Niger,2019,Population mid-year estimates for females (millions),11.5963
562,Niger,2019,Sex ratio (males per 100 females),101.0193
562,Niger,2019,Population aged 0 to 14 years old (percentage),49.8422
562,Niger,2019,Population aged 60+ years old (percentage),4.1133
562,Niger,2019,Population density,18.4027
566,Nigeria,2005,Population mid-year estimates (millions),138.865
566,Nigeria,2005,Population mid-year estimates for males (millions),70.1208
566,Nigeria,2005,Population mid-year estimates for females (millions),68.7442
566,Nigeria,2005,Sex ratio (males per 100 females),102.0026
566,Nigeria,2005,Population aged 0 to 14 years old (percentage),43.6714
566,Nigeria,2005,Population aged 60+ years old (percentage),4.6015
566,Nigeria,2005,Population density,152.4699
566,Nigeria,2010,Population mid-year estimates (millions),158.5032
566,Nigeria,2010,Population mid-year estimates for males (millions),80.1612
566,Nigeria,2010,Population mid-year estimates for females (millions),78.342
566,Nigeria,2010,Sex ratio (males per 100 females),102.3221
566,Nigeria,2010,Population aged 0 to 14 years old (percentage),44.0352
566,Nigeria,2010,Population aged 60+ years old (percentage),4.5414
566,Nigeria,2010,Population density,174.0321
566,Nigeria,2017,Population mid-year estimates (millions),190.8732
566,Nigeria,2017,Population mid-year estimates for males (millions),96.6874
566,Nigeria,2017,Population mid-year estimates for females (millions),94.1858
566,Nigeria,2017,Sex ratio (males per 100 females),102.656
566,Nigeria,2017,Population aged 0 to 14 years old (percentage),44.0131
566,Nigeria,2017,Population aged 60+ years old (percentage),4.4853
566,Nigeria,2017,Population density,209.5735
566,Nigeria,2017,Surface area (thousand km2),923.768
566,Nigeria,2019,Population mid-year estimates (millions),200.9636
566,Nigeria,2019,Population mid-year estimates for males (millions),101.8319
566,Nigeria,2019,Population mid-year estimates for females (millions),99.1317
566,Nigeria,2019,Sex ratio (males per 100 females),102.7238
566,Nigeria,2019,Population aged 0 to 14 years old (percentage),43.6875
566,Nigeria,2019,Population aged 60+ years old (percentage),4.5025
566,Nigeria,2019,Population density,220.6524
570,Niue,2005,Population mid-year estimates (millions),0.0017
570,Niue,2005,Sex ratio (males per 100 females),94.7545
570,Niue,2005,Population aged 0 to 14 years old (percentage),26.1168
570,Niue,2005,Population aged 60+ years old (percentage),15.063
570,Niue,2005,Population density,6.4731
570,Niue,2010,Population mid-year estimates (millions),0.0016
570,Niue,2010,Sex ratio (males per 100 females),101.8919
570,Niue,2010,Population aged 0 to 14 years old (percentage),25.7353
570,Niue,2010,Population aged 60+ years old (percentage),16.8449
570,Niue,2010,Population density,6.2692
570,Niue,2016,Population mid-year estimates (millions),0.0016
570,Niue,2016,Sex ratio (males per 100 females),100
570,Niue,2016,Population aged 0 to 14 years old (percentage),22.7538
570,Niue,2016,Population aged 60+ years old (percentage),20.0822
570,Niue,2016,Population density,6.2462
570,Niue,2017,Population mid-year estimates (millions),0.0016
570,Niue,2017,Population density,6.2231
570,Niue,2017,Surface area (thousand km2),0.26
570,Niue,2019,Population mid-year estimates (millions),0.0016
570,Niue,2019,Population density,6.2115
807,North Macedonia,2005,Population mid-year estimates (millions),2.0603
807,North Macedonia,2005,Population mid-year estimates for males (millions),1.0298
807,North Macedonia,2005,Population mid-year estimates for females (millions),1.0305
807,North Macedonia,2005,Sex ratio (males per 100 females),99.9276
807,North Macedonia,2005,Population aged 0 to 14 years old (percentage),20.2061
807,North Macedonia,2005,Population aged 60+ years old (percentage),15.3143
807,North Macedonia,2005,Population density,81.692
807,North Macedonia,2010,Population mid-year estimates (millions),2.0707
807,North Macedonia,2010,Population mid-year estimates for males (millions),1.0349
807,North Macedonia,2010,Population mid-year estimates for females (millions),1.0358
807,North Macedonia,2010,Sex ratio (males per 100 females),99.9144
807,North Macedonia,2010,Population aged 0 to 14 years old (percentage),17.9055
807,North Macedonia,2010,Population aged 60+ years old (percentage),16.3791
807,North Macedonia,2010,Population density,82.1071
807,North Macedonia,2017,Population mid-year estimates (millions),2.082
807,North Macedonia,2017,Population mid-year estimates for males (millions),1.0418
807,North Macedonia,2017,Population mid-year estimates for females (millions),1.0402
807,North Macedonia,2017,Sex ratio (males per 100 females),100.1513
807,North Macedonia,2017,Population aged 0 to 14 years old (percentage),16.6612
807,North Macedonia,2017,Population aged 60+ years old (percentage),19.4396
807,North Macedonia,2017,Population density,82.5534
807,North Macedonia,2017,Surface area (thousand km2),25.713
807,North Macedonia,2019,Population mid-year estimates (millions),2.0835
807,North Macedonia,2019,Population mid-year estimates for males (millions),1.0423
807,North Macedonia,2019,Population mid-year estimates for females (millions),1.0412
807,North Macedonia,2019,Sex ratio (males per 100 females),100.1106
807,North Macedonia,2019,Population aged 0 to 14 years old (percentage),16.3936
807,North Macedonia,2019,Population aged 60+ years old (percentage),20.2682
807,North Macedonia,2019,Population density,82.6114
580,Northern Mariana Islands,2005,Population mid-year estimates (millions),0.0637
580,Northern Mariana Islands,2005,Sex ratio (males per 100 females),83.2654
580,Northern Mariana Islands,2005,Population aged 0 to 14 years old (percentage),22.9345
580,Northern Mariana Islands,2005,Population aged 60+ years old (percentage),3.7403
580,Northern Mariana Islands,2005,Population density,138.5739
580,Northern Mariana Islands,2010,Population mid-year estimates (millions),0.0544
580,Northern Mariana Islands,2010,Sex ratio (males per 100 females),106.156
580,Northern Mariana Islands,2010,Population aged 0 to 14 years old (percentage),26.6522
580,Northern Mariana Islands,2010,Population aged 60+ years old (percentage),5.7718
580,Northern Mariana Islands,2010,Population density,118.313
580,Northern Mariana Islands,2016,Population mid-year estimates (millions),0.055
580,Northern Mariana Islands,2016,Sex ratio (males per 100 females),107.0632
580,Northern Mariana Islands,2016,Population aged 0 to 14 years old (percentage),23.5251
580,Northern Mariana Islands,2016,Population aged 60+ years old (percentage),9.9945
580,Northern Mariana Islands,2016,Population density,119.6152
580,Northern Mariana Islands,2017,Population mid-year estimates (millions),0.0551
580,Northern Mariana Islands,2017,Population density,119.8783
580,Northern Mariana Islands,2017,Surface area (thousand km2),0.457
580,Northern Mariana Islands,2019,Population mid-year estimates (millions),0.0572
580,Northern Mariana Islands,2019,Population density,124.3826
578,Norway,2005,Population mid-year estimates (millions),4.6324
578,Norway,2005,Population mid-year estimates for males (millions),2.2982
578,Norway,2005,Population mid-year estimates for females (millions),2.3341
578,Norway,2005,Sex ratio (males per 100 females),98.4634
578,Norway,2005,Population aged 0 to 14 years old (percentage),19.6122
578,Norway,2005,Population aged 60+ years old (percentage),19.8122
578,Norway,2005,Population density,12.6821
578,Norway,2010,Population mid-year estimates (millions),4.8859
578,Norway,2010,Population mid-year estimates for males (millions),2.4424
578,Norway,2010,Population mid-year estimates for females (millions),2.4434
578,Norway,2010,Sex ratio (males per 100 females),99.9593
578,Norway,2010,Population aged 0 to 14 years old (percentage),18.8116
578,Norway,2010,Population aged 60+ years old (percentage),21.0006
578,Norway,2010,Population density,13.3761
578,Norway,2017,Population mid-year estimates (millions),5.2963
578,Norway,2017,Population mid-year estimates for males (millions),2.6714
578,Norway,2017,Population mid-year estimates for females (millions),2.6249
578,Norway,2017,Sex ratio (males per 100 females),101.7694
578,Norway,2017,Population aged 0 to 14 years old (percentage),17.6701
578,Norway,2017,Population aged 60+ years old (percentage),22.367
578,Norway,2017,Population density,14.4998
578,Norway,2017,Surface area (thousand km2),386.194
578,Norway,2019,Population mid-year estimates (millions),5.3789
578,Norway,2019,Population mid-year estimates for males (millions),2.7168
578,Norway,2019,Population mid-year estimates for females (millions),2.662
578,Norway,2019,Sex ratio (males per 100 females),102.0573
578,Norway,2019,Population aged 0 to 14 years old (percentage),17.413
578,Norway,2019,Population aged 60+ years old (percentage),22.9632
578,Norway,2019,Population density,14.7258
512,Oman,2005,Population mid-year estimates (millions),2.5113
512,Oman,2005,Population mid-year estimates for males (millions),1.4204
512,Oman,2005,Population mid-year estimates for females (millions),1.0909
512,Oman,2005,Sex ratio (males per 100 females),130.1996
512,Oman,2005,Population aged 0 to 14 years old (percentage),32.4769
