Region/Country/Area,,Year,Series,Value
830,Channel Islands,2019,Population aged 0 to 14 years old (percentage),15.0674
830,Channel Islands,2019,Population aged 60+ years old (percentage),23.6272
830,Channel Islands,2019,Population density,906.6263
152,Chile,2005,Population mid-year estimates (millions),16.1827
152,Chile,2005,Population mid-year estimates for males (millions),7.9629
152,Chile,2005,Population mid-year estimates for females (millions),8.2198
152,Chile,2005,Sex ratio (males per 100 females),96.8739
152,Chile,2005,Population aged 0 to 14 years old (percentage),24.6648
152,Chile,2005,Population aged 60+ years old (percentage),11.8575
152,Chile,2005,Population density,21.7647
152,Chile,2010,Population mid-year estimates (millions),17.0625
152,Chile,2010,Population mid-year estimates for males (millions),8.397
152,Chile,2010,Population mid-year estimates for females (millions),8.6655
152,Chile,2010,Sex ratio (males per 100 females),96.9012
152,Chile,2010,Population aged 0 to 14 years old (percentage),22.0818
152,Chile,2010,Population aged 60+ years old (percentage),13.2874
152,Chile,2010,Population density,22.948
152,Chile,2017,Population mid-year estimates (millions),18.4704
152,Chile,2017,Population mid-year estimates for males (millions),9.0973
152,Chile,2017,Population mid-year estimates for females (millions),9.3732
152,Chile,2017,Sex ratio (males per 100 females),97.0562
152,Chile,2017,Population aged 0 to 14 years old (percentage),20.0242
152,Chile,2017,Population aged 60+ years old (percentage),16.1159
152,Chile,2017,Population density,24.8415
152,Chile,2017,Surface area (thousand km2),756.102
152,Chile,2019,Population mid-year estimates (millions),18.952
152,Chile,2019,Population mid-year estimates for males (millions),9.3418
152,Chile,2019,Population mid-year estimates for females (millions),9.6103
152,Chile,2019,Sex ratio (males per 100 females),97.2062
152,Chile,2019,Population aged 0 to 14 years old (percentage),19.4943
152,Chile,2019,Population aged 60+ years old (percentage),16.9431
152,Chile,2019,Population density,25.4892
156,China,2005,Population mid-year estimates (millions),1330.7764
156,China,2005,Population mid-year estimates for males (millions),683.4859
156,China,2005,Population mid-year estimates for females (millions),647.2905
156,China,2005,Sex ratio (males per 100 females),105.5918
156,China,2005,Population aged 0 to 14 years old (percentage),20.3534
156,China,2005,Population aged 60+ years old (percentage),10.7718
156,China,2005,Population density,141.7497
156,China,2010,Population mid-year estimates (millions),1368.8106
156,China,2010,Population mid-year estimates for males (millions),703.414
156,China,2010,Population mid-year estimates for females (millions),665.3966
156,China,2010,Sex ratio (males per 100 females),105.7135
156,China,2010,Population aged 0 to 14 years old (percentage),18.66
156,China,2010,Population aged 60+ years old (percentage),12.2005
156,China,2010,Population density,145.801
156,China,2017,Population mid-year estimates (millions),1421.0218
156,China,2017,Population mid-year estimates for males (millions),729.4624
156,China,2017,Population mid-year estimates for females (millions),691.5594
156,China,2017,Sex ratio (males per 100 females),105.4808
156,China,2017,Population aged 0 to 14 years old (percentage),17.9374
156,China,2017,Population aged 60+ years old (percentage),15.9633
156,China,2017,Population density,151.3624
156,China,2017,Surface area (thousand km2),9600
156,China,2019,Population mid-year estimates (millions),1433.7837
156,China,2019,Population mid-year estimates for males (millions),735.6243
156,China,2019,Population mid-year estimates for females (millions),698.1594
156,China,2019,Sex ratio (males per 100 females),105.3662
156,China,2019,Population aged 0 to 14 years old (percentage),17.8045
156,China,2019,Population aged 60+ years old (percentage),16.8409
156,China,2019,Population density,152.7217
344,"China, Hong Kong SAR",2005,Population mid-year estimates (millions),6.7696
344,"China, Hong Kong SAR",2005,Population mid-year estimates for males (millions),3.2521
344,"China, Hong Kong SAR",2005,Population mid-year estimates for females (millions),3.5174
344,"China, Hong Kong SAR",2005,Sex ratio (males per 100 females),92.4577
344,"China, Hong Kong SAR",2005,Population aged 0 to 14 years old (percentage),14.3481
344,"China, Hong Kong SAR",2005,Population aged 60+ years old (percentage),15.5529
344,"China, Hong Kong SAR",2005,Population density,6447.2133
344,"China, Hong Kong SAR",2010,Population mid-year estimates (millions),6.9663
344,"China, Hong Kong SAR",2010,Population mid-year estimates for males (millions),3.2765
344,"China, Hong Kong SAR",2010,Population mid-year estimates for females (millions),3.6898
344,"China, Hong Kong SAR",2010,Sex ratio (males per 100 females),88.7997
344,"China, Hong Kong SAR",2010,Population aged 0 to 14 years old (percentage),11.9287
344,"China, Hong Kong SAR",2010,Population aged 60+ years old (percentage),18.4052
344,"China, Hong Kong SAR",2010,Population density,6634.601
344,"China, Hong Kong SAR",2017,Population mid-year estimates (millions),7.3063
344,"China, Hong Kong SAR",2017,Population mid-year estimates for males (millions),3.3733
344,"China, Hong Kong SAR",2017,Population mid-year estimates for females (millions),3.933
344,"China, Hong Kong SAR",2017,Sex ratio (males per 100 females),85.7683
344,"China, Hong Kong SAR",2017,Population aged 0 to 14 years old (percentage),11.4752
344,"China, Hong Kong SAR",2017,Population aged 60+ years old (percentage),23.4615
344,"China, Hong Kong SAR",2017,Population density,6958.4019
344,"China, Hong Kong SAR",2017,Surface area (thousand km2),1.1057
344,"China, Hong Kong SAR",2019,Population mid-year estimates (millions),7.4362
344,"China, Hong Kong SAR",2019,Population mid-year estimates for males (millions),3.4185
344,"China, Hong Kong SAR",2019,Population mid-year estimates for females (millions),4.0177
344,"China, Hong Kong SAR",2019,Sex ratio (males per 100 females),85.0863
344,"China, Hong Kong SAR",2019,Population aged 0 to 14 years old (percentage),12.3267
344,"China, Hong Kong SAR",2019,Population aged 60+ years old (percentage),25.1708
344,"China, Hong Kong SAR",2019,Population density,7082.0514
446,"China, Macao SAR",2005,Population mid-year estimates (millions),0.4829
446,"China, Macao SAR",2005,Population mid-year estimates for males (millions),0.2294
446,"China, Macao SAR",2005,Population mid-year estimates for females (millions),0.2535
446,"China, Macao SAR",2005,Sex ratio (males per 100 females),90.5078
446,"China, Macao SAR",2005,Population aged 0 to 14 years old (percentage),17.0164
446,"China, Macao SAR",2005,Population aged 60+ years old (percentage),9.6277
446,"China, Macao SAR",2005,Population density,16149.097
446,"China, Macao SAR",2010,Population mid-year estimates (millions),0.5382
446,"China, Macao SAR",2010,Population mid-year estimates for males (millions),0.2583
446,"China, Macao SAR",2010,Population mid-year estimates for females (millions),0.2799
446,"China, Macao SAR",2010,Sex ratio (males per 100 females),92.2938
446,"China, Macao SAR",2010,Population aged 0 to 14 years old (percentage),12.9674
446,"China, Macao SAR",2010,Population aged 60+ years old (percentage),10.934
446,"China, Macao SAR",2010,Population density,18000.6355
446,"China, Macao SAR",2017,Population mid-year estimates (millions),0.6226
446,"China, Macao SAR",2017,Population mid-year estimates for males (millions),0.2988
446,"China, Macao SAR",2017,Population mid-year estimates for females (millions),0.3237
446,"China, Macao SAR",2017,Sex ratio (males per 100 females),92.3033
446,"China, Macao SAR",2017,Population aged 0 to 14 years old (percentage),13.2804
446,"China, Macao SAR",2017,Population aged 60+ years old (percentage),16.1189
446,"China, Macao SAR",2017,Population density,20822.2408
446,"China, Macao SAR",2017,Surface area (thousand km2),0.03
446,"China, Macao SAR",2019,Population mid-year estimates (millions),0.6404
446,"China, Macao SAR",2019,Population mid-year estimates for males (millions),0.3077
446,"China, Macao SAR",2019,Population mid-year estimates for females (millions),0.3327
446,"China, Macao SAR",2019,Sex ratio (males per 100 females),92.4764
446,"China, Macao SAR",2019,Population aged 0 to 14 years old (percentage),14.0195
446,"China, Macao SAR",2019,Population aged 60+ years old (percentage),17.9191
446,"China, Macao SAR",2019,Population density,21419.5652
170,Colombia,2005,Population mid-year estimates (millions),42.6477
170,Colombia,2005,Population mid-year estimates for males (millions),20.9011
170,Colombia,2005,Population mid-year estimates for females (millions),21.7466
170,Colombia,2005,Sex ratio (males per 100 females),96.1118
170,Colombia,2005,Population aged 0 to 14 years old (percentage),30.3211
170,Colombia,2005,Population aged 60+ years old (percentage),8.4457
170,Colombia,2005,Population density,38.4387
170,Colombia,2010,Population mid-year estimates (millions),45.2227
170,Colombia,2010,Population mid-year estimates for males (millions),22.1597
170,Colombia,2010,Population mid-year estimates for females (millions),23.063
170,Colombia,2010,Sex ratio (males per 100 females),96.083
170,Colombia,2010,Population aged 0 to 14 years old (percentage),27.2685
170,Colombia,2010,Population aged 60+ years old (percentage),9.6972
170,Colombia,2010,Population density,40.7595
170,Colombia,2017,Population mid-year estimates (millions),48.9098
170,Colombia,2017,Population mid-year estimates for males (millions),23.9901
170,Colombia,2017,Population mid-year estimates for females (millions),24.9198
170,Colombia,2017,Sex ratio (males per 100 females),96.2693
170,Colombia,2017,Population aged 0 to 14 years old (percentage),23.5569
170,Colombia,2017,Population aged 60+ years old (percentage),12.0886
170,Colombia,2017,Population density,44.0828
170,Colombia,2017,Surface area (thousand km2),1141.748
170,Colombia,2019,Population mid-year estimates (millions),50.3394
170,Colombia,2019,Population mid-year estimates for males (millions),24.7132
170,Colombia,2019,Population mid-year estimates for females (millions),25.6263
170,Colombia,2019,Sex ratio (males per 100 females),96.437
170,Colombia,2019,Population aged 0 to 14 years old (percentage),22.6208
170,Colombia,2019,Population aged 60+ years old (percentage),12.7695
170,Colombia,2019,Population density,45.3713
174,Comoros,2005,Population mid-year estimates (millions),0.6116
174,Comoros,2005,Population mid-year estimates for males (millions),0.308
174,Comoros,2005,Population mid-year estimates for females (millions),0.3036
174,Comoros,2005,Sex ratio (males per 100 females),101.4489
174,Comoros,2005,Population aged 0 to 14 years old (percentage),42.27
174,Comoros,2005,Population aged 60+ years old (percentage),4.6226
174,Comoros,2005,Population density,328.655
174,Comoros,2010,Population mid-year estimates (millions),0.6897
174,Comoros,2010,Population mid-year estimates for males (millions),0.3476
174,Comoros,2010,Population mid-year estimates for females (millions),0.3421
174,Comoros,2010,Sex ratio (males per 100 females),101.6248
174,Comoros,2010,Population aged 0 to 14 years old (percentage),41.0441
174,Comoros,2010,Population aged 60+ years old (percentage),4.4979
174,Comoros,2010,Population density,370.6029
174,Comoros,2017,Population mid-year estimates (millions),0.8139
174,Comoros,2017,Population mid-year estimates for males (millions),0.4105
174,Comoros,2017,Population mid-year estimates for females (millions),0.4034
174,Comoros,2017,Sex ratio (males per 100 females),101.7736
174,Comoros,2017,Population aged 0 to 14 years old (percentage),39.7725
174,Comoros,2017,Population aged 60+ years old (percentage),4.8678
174,Comoros,2017,Population density,437.3412
174,Comoros,2017,Surface area (thousand km2),2.235
174,Comoros,2019,Population mid-year estimates (millions),0.8509
174,Comoros,2019,Population mid-year estimates for males (millions),0.4292
174,Comoros,2019,Population mid-year estimates for females (millions),0.4217
174,Comoros,2019,Sex ratio (males per 100 females),101.7855
174,Comoros,2019,Population aged 0 to 14 years old (percentage),39.2859
174,Comoros,2019,Population aged 60+ years old (percentage),5.0362
174,Comoros,2019,Population density,457.2198
178,Congo,2005,Population mid-year estimates (millions),3.6228
178,Congo,2005,Population mid-year estimates for males (millions),1.7956
178,Congo,2005,Population mid-year estimates for females (millions),1.8272
178,Congo,2005,Sex ratio (males per 100 females),98.2725
178,Congo,2005,Population aged 0 to 14 years old (percentage),41.8495
178,Congo,2005,Population aged 60+ years old (percentage),4.1497
178,Congo,2005,Population density,10.6084
178,Congo,2010,Population mid-year estimates (millions),4.2737
178,Congo,2010,Population mid-year estimates for males (millions),2.1264
178,Congo,2010,Population mid-year estimates for females (millions),2.1473
178,Congo,2010,Sex ratio (males per 100 females),99.0259
178,Congo,2010,Population aged 0 to 14 years old (percentage),41.6347
178,Congo,2010,Population aged 60+ years old (percentage),4.0299
178,Congo,2010,Population density,12.5146
178,Congo,2017,Population mid-year estimates (millions),5.1107
178,Congo,2017,Population mid-year estimates for males (millions),2.5513
178,Congo,2017,Population mid-year estimates for females (millions),2.5594
178,Congo,2017,Sex ratio (males per 100 females),99.6847
178,Congo,2017,Population aged 0 to 14 years old (percentage),41.9442
178,Congo,2017,Population aged 60+ years old (percentage),4.2914
178,Congo,2017,Population density,14.9654
178,Congo,2017,Surface area (thousand km2),342
178,Congo,2019,Population mid-year estimates (millions),5.3805
178,Congo,2019,Population mid-year estimates for males (millions),2.6874
178,Congo,2019,Population mid-year estimates for females (millions),2.6931
178,Congo,2019,Sex ratio (males per 100 females),99.7851
178,Congo,2019,Population aged 0 to 14 years old (percentage),41.5372
178,Congo,2019,Population aged 60+ years old (percentage),4.4386
178,Congo,2019,Population density,15.7555
184,Cook Islands,2001,Population mid-year estimates (millions),0.0183
184,Cook Islands,2001,Sex ratio (males per 100 females),106.6369
184,Cook Islands,2001,Population aged 0 to 14 years old (percentage),30.0383
184,Cook Islands,2001,Population aged 60+ years old (percentage),10.6396
184,Cook Islands,2001,Population density,76.3417
184,Cook Islands,2005,Population mid-year estimates (millions),0.0197
184,Cook Islands,2005,Population density,82.125
184,Cook Islands,2006,Population mid-year estimates (millions),0.0197
184,Cook Islands,2006,Sex ratio (males per 100 females),103.0611
184,Cook Islands,2006,Population aged 0 to 14 years old (percentage),26.0514
184,Cook Islands,2006,Population aged 60+ years old (percentage),11.8504
184,Cook Islands,2006,Population density,82.0667
184,Cook Islands,2010,Population mid-year estimates (millions),0.0185
184,Cook Islands,2010,Population density,77.2708
184,Cook Islands,2016,Population mid-year estimates (millions),0.0174
184,Cook Islands,2016,Sex ratio (males per 100 females),97.4026
184,Cook Islands,2016,Population aged 0 to 14 years old (percentage),26.8702
184,Cook Islands,2016,Population aged 60+ years old (percentage),14.1955
184,Cook Islands,2016,Population density,72.4125
184,Cook Islands,2017,Population mid-year estimates (millions),0.0174
184,Cook Islands,2017,Population density,72.4167
184,Cook Islands,2017,Surface area (thousand km2),0.236
184,Cook Islands,2019,Population mid-year estimates (millions),0.0175
184,Cook Islands,2019,Population density,73.1167
188,Costa Rica,2005,Population mid-year estimates (millions),4.2855
188,Costa Rica,2005,Population mid-year estimates for males (millions),2.1486
188,Costa Rica,2005,Population mid-year estimates for females (millions),2.1369
188,Costa Rica,2005,Sex ratio (males per 100 females),100.546
188,Costa Rica,2005,Population aged 0 to 14 years old (percentage),27.4361
188,Costa Rica,2005,Population aged 60+ years old (percentage),9.2357
188,Costa Rica,2005,Population density,83.9307
188,Costa Rica,2010,Population mid-year estimates (millions),4.5774
188,Costa Rica,2010,Population mid-year estimates for males (millions),2.2928
188,Costa Rica,2010,Population mid-year estimates for females (millions),2.2846
188,Costa Rica,2010,Sex ratio (males per 100 females),100.358
188,Costa Rica,2010,Population aged 0 to 14 years old (percentage),24.3076
188,Costa Rica,2010,Population aged 60+ years old (percentage),10.7989
188,Costa Rica,2010,Population density,89.647
188,Costa Rica,2017,Population mid-year estimates (millions),4.95
188,Costa Rica,2017,Population mid-year estimates for males (millions),2.4752
188,Costa Rica,2017,Population mid-year estimates for females (millions),2.4747
188,Costa Rica,2017,Sex ratio (males per 100 females),100.0208
188,Costa Rica,2017,Population aged 0 to 14 years old (percentage),21.5774
188,Costa Rica,2017,Population aged 60+ years old (percentage),13.4657
188,Costa Rica,2017,Population density,96.9439
188,Costa Rica,2017,Surface area (thousand km2),51.1
188,Costa Rica,2019,Population mid-year estimates (millions),5.0476
188,Costa Rica,2019,Population mid-year estimates for males (millions),2.5225
188,Costa Rica,2019,Population mid-year estimates for females (millions),2.525
188,Costa Rica,2019,Sex ratio (males per 100 females),99.9017
188,Costa Rica,2019,Population aged 0 to 14 years old (percentage),21.0786
188,Costa Rica,2019,Population aged 60+ years old (percentage),14.4913
188,Costa Rica,2019,Population density,98.8555
384,Côte d’Ivoire,2005,Population mid-year estimates (millions),18.3545
384,Côte d’Ivoire,2005,Population mid-year estimates for males (millions),9.3791
384,Côte d’Ivoire,2005,Population mid-year estimates for females (millions),8.9754
384,Côte d’Ivoire,2005,Sex ratio (males per 100 females),104.4986
384,Côte d’Ivoire,2005,Population aged 0 to 14 years old (percentage),44.1294
384,Côte d’Ivoire,2005,Population aged 60+ years old (percentage),4.6587
384,Côte d’Ivoire,2005,Population density,57.7186
384,Côte d’Ivoire,2010,Population mid-year estimates (millions),20.533
384,Côte d’Ivoire,2010,Population mid-year estimates for males (millions),10.4265
384,Côte d’Ivoire,2010,Population mid-year estimates for females (millions),10.1064
384,Côte d’Ivoire,2010,Sex ratio (males per 100 females),103.1671
384,Côte d’Ivoire,2010,Population aged 0 to 14 years old (percentage),43.6211
384,Côte d’Ivoire,2010,Population aged 60+ years old (percentage),4.5381
384,Côte d’Ivoire,2010,Population density,64.569
384,Côte d’Ivoire,2017,Population mid-year estimates (millions),24.4375
384,Côte d’Ivoire,2017,Population mid-year estimates for males (millions),12.3439
384,Côte d’Ivoire,2017,Population mid-year estimates for females (millions),12.0936
384,Côte d’Ivoire,2017,Sex ratio (males per 100 females),102.0693
384,Côte d’Ivoire,2017,Population aged 0 to 14 years old (percentage),42.1667
384,Côte d’Ivoire,2017,Population aged 60+ years old (percentage),4.6394
384,Côte d’Ivoire,2017,Population density,76.8474
384,Côte d’Ivoire,2017,Surface area (thousand km2),322.463
384,Côte d’Ivoire,2019,Population mid-year estimates (millions),25.7165
384,Côte d’Ivoire,2019,Population mid-year estimates for males (millions),12.9742
384,Côte d’Ivoire,2019,Population mid-year estimates for females (millions),12.7423
384,Côte d’Ivoire,2019,Sex ratio (males per 100 females),101.8196
384,Côte d’Ivoire,2019,Population aged 0 to 14 years old (percentage),41.7147
384,Côte d’Ivoire,2019,Population aged 60+ years old (percentage),4.6718
384,Côte d’Ivoire,2019,Population density,80.8696
191,Croatia,2005,Population mid-year estimates (millions),4.3781
191,Croatia,2005,Population mid-year estimates for males (millions),2.1083
191,Croatia,2005,Population mid-year estimates for females (millions),2.2698
191,Croatia,2005,Sex ratio (males per 100 females),92.8875
191,Croatia,2005,Population aged 0 to 14 years old (percentage),15.7309
191,Croatia,2005,Population aged 60+ years old (percentage),21.9218
191,Croatia,2005,Population density,78.2355
191,Croatia,2010,Population mid-year estimates (millions),4.3282
191,Croatia,2010,Population mid-year estimates for males (millions),2.0846
191,Croatia,2010,Population mid-year estimates for females (millions),2.2436
191,Croatia,2010,Sex ratio (males per 100 females),92.9152
191,Croatia,2010,Population aged 0 to 14 years old (percentage),15.4426
191,Croatia,2010,Population aged 60+ years old (percentage),23.7939
191,Croatia,2010,Population density,77.3439
191,Croatia,2017,Population mid-year estimates (millions),4.1829
191,Croatia,2017,Population mid-year estimates for males (millions),2.0127
191,Croatia,2017,Population mid-year estimates for females (millions),2.1702
191,Croatia,2017,Sex ratio (males per 100 females),92.7411
191,Croatia,2017,Population aged 0 to 14 years old (percentage),14.438
191,Croatia,2017,Population aged 60+ years old (percentage),27.1453
191,Croatia,2017,Population density,74.7473
191,Croatia,2017,Surface area (thousand km2),56.594
191,Croatia,2019,Population mid-year estimates (millions),4.1303
191,Croatia,2019,Population mid-year estimates for males (millions),1.99
191,Croatia,2019,Population mid-year estimates for females (millions),2.1403
191,Croatia,2019,Sex ratio (males per 100 females),92.979
191,Croatia,2019,Population aged 0 to 14 years old (percentage),14.5622
191,Croatia,2019,Population aged 60+ years old (percentage),27.8954
191,Croatia,2019,Population density,73.8081
192,Cuba,2005,Population mid-year estimates (millions),11.2616
192,Cuba,2005,Population mid-year estimates for males (millions),5.6132
192,Cuba,2005,Population mid-year estimates for females (millions),5.6484
192,Cuba,2005,Sex ratio (males per 100 females),99.3776
192,Cuba,2005,Population aged 0 to 14 years old (percentage),19.2011
192,Cuba,2005,Population aged 60+ years old (percentage),15.3594
192,Cuba,2005,Population density,105.8022
192,Cuba,2010,Population mid-year estimates (millions),11.2258
192,Cuba,2010,Population mid-year estimates for males (millions),5.5836
192,Cuba,2010,Population mid-year estimates for females (millions),5.6422
192,Cuba,2010,Sex ratio (males per 100 females),98.9615
192,Cuba,2010,Population aged 0 to 14 years old (percentage),17.7411
192,Cuba,2010,Population aged 60+ years old (percentage),17.3467
192,Cuba,2010,Population density,105.4663
192,Cuba,2017,Population mid-year estimates (millions),11.3393
192,Cuba,2017,Population mid-year estimates for males (millions),5.633
192,Cuba,2017,Population mid-year estimates for females (millions),5.7063
192,Cuba,2017,Sex ratio (males per 100 females),98.7147
192,Cuba,2017,Population aged 0 to 14 years old (percentage),16.4063
192,Cuba,2017,Population aged 60+ years old (percentage),19.9892
192,Cuba,2017,Population density,106.5319
192,Cuba,2017,Surface area (thousand km2),109.884
192,Cuba,2019,Population mid-year estimates (millions),11.3335
192,Cuba,2019,Population mid-year estimates for males (millions),5.6279
192,Cuba,2019,Population mid-year estimates for females (millions),5.7056
192,Cuba,2019,Sex ratio (males per 100 females),98.6394
192,Cuba,2019,Population aged 0 to 14 years old (percentage),16.0423
192,Cuba,2019,Population aged 60+ years old (percentage),20.6811
192,Cuba,2019,Population density,106.4777
531,Curaçao,2005,Population mid-year estimates (millions),0.1301
531,Curaçao,2005,Population mid-year estimates for males (millions),0.061
531,Curaçao,2005,Population mid-year estimates for females (millions),0.0691
531,Curaçao,2005,Sex ratio (males per 100 females),88.2292
531,Curaçao,2005,Population aged 0 to 14 years old (percentage),21.5546
531,Curaçao,2005,Population aged 60+ years old (percentage),17.0691
531,Curaçao,2005,Population density,293.0856
531,Curaçao,2010,Population mid-year estimates (millions),0.1492
531,Curaçao,2010,Population mid-year estimates for males (millions),0.0686
531,Curaçao,2010,Population mid-year estimates for females (millions),0.0806
531,Curaçao,2010,Sex ratio (males per 100 females),85.0095
531,Curaçao,2010,Population aged 0 to 14 years old (percentage),20.7096
531,Curaçao,2010,Population aged 60+ years old (percentage),18.6082
531,Curaçao,2010,Population density,336.018
531,Curaçao,2017,Population mid-year estimates (millions),0.162
531,Curaçao,2017,Population mid-year estimates for males (millions),0.0743
531,Curaçao,2017,Population mid-year estimates for females (millions),0.0877
531,Curaçao,2017,Sex ratio (males per 100 females),84.7321
531,Curaçao,2017,Population aged 0 to 14 years old (percentage),19.2794
531,Curaçao,2017,Population aged 60+ years old (percentage),22.6689
531,Curaçao,2017,Population density,364.8581
531,Curaçao,2017,Surface area (thousand km2),0.444
531,Curaçao,2019,Population mid-year estimates (millions),0.1634
531,Curaçao,2019,Population mid-year estimates for males (millions),0.0751
531,Curaçao,2019,Population mid-year estimates for females (millions),0.0883
531,Curaçao,2019,Sex ratio (males per 100 females),84.9953
531,Curaçao,2019,Population aged 0 to 14 years old (percentage),18.4942
531,Curaçao,2019,Population aged 60+ years old (percentage),23.8741
531,Curaçao,2019,Population density,368.0721
196,Cyprus,2005,Population mid-year estimates (millions),1.0277
196,Cyprus,2005,Population mid-year estimates for males (millions),0.5205
196,Cyprus,2005,Population mid-year estimates for females (millions),0.5072
196,Cyprus,2005,Sex ratio (males per 100 females),102.6206
196,Cyprus,2005,Population aged 0 to 14 years old (percentage),19.9974
196,Cyprus,2005,Population aged 60+ years old (percentage),14.9353
196,Cyprus,2005,Population density,111.2188
196,Cyprus,2010,Population mid-year estimates (millions),1.1126
196,Cyprus,2010,Population mid-year estimates for males (millions),0.5556
196,Cyprus,2010,Population mid-year estimates for females (millions),0.557
196,Cyprus,2010,Sex ratio (males per 100 females),99.7392
196,Cyprus,2010,Population aged 0 to 14 years old (percentage),17.8366
196,Cyprus,2010,Population aged 60+ years old (percentage),16.0867
196,Cyprus,2010,Population density,120.4126
196,Cyprus,2017,Population mid-year estimates (millions),1.1797
196,Cyprus,2017,Population mid-year estimates for males (millions),0.5906
196,Cyprus,2017,Population mid-year estimates for females (millions),0.5891
196,Cyprus,2017,Sex ratio (males per 100 females),100.2405
196,Cyprus,2017,Population aged 0 to 14 years old (percentage),16.8366
196,Cyprus,2017,Population aged 60+ years old (percentage),18.4824
196,Cyprus,2017,Population density,127.6708
196,Cyprus,2017,Surface area (thousand km2),9.251
196,Cyprus,2019,Population mid-year estimates (millions),1.1986
196,Cyprus,2019,Population mid-year estimates for males (millions),0.5993
196,Cyprus,2019,Population mid-year estimates for females (millions),0.5993
196,Cyprus,2019,Sex ratio (males per 100 females),100.0033
196,Cyprus,2019,Population aged 0 to 14 years old (percentage),16.7071
196,Cyprus,2019,Population aged 60+ years old (percentage),19.3335
196,Cyprus,2019,Population density,129.7159
203,Czechia,2005,Population mid-year estimates (millions),10.2582
203,Czechia,2005,Population mid-year estimates for males (millions),4.9966
203,Czechia,2005,Population mid-year estimates for females (millions),5.2616
203,Czechia,2005,Sex ratio (males per 100 females),94.9626
203,Czechia,2005,Population aged 0 to 14 years old (percentage),14.7317
203,Czechia,2005,Population aged 60+ years old (percentage),19.8313
203,Czechia,2005,Population density,132.809
203,Czechia,2010,Population mid-year estimates (millions),10.5365
203,Czechia,2010,Population mid-year estimates for males (millions),5.1715
203,Czechia,2010,Population mid-year estimates for females (millions),5.365
203,Czechia,2010,Sex ratio (males per 100 females),96.3936
203,Czechia,2010,Population aged 0 to 14 years old (percentage),14.2415
203,Czechia,2010,Population aged 60+ years old (percentage),22.3995
203,Czechia,2010,Population density,136.4127
203,Czechia,2017,Population mid-year estimates (millions),10.641
203,Czechia,2017,Population mid-year estimates for males (millions),5.232
203,Czechia,2017,Population mid-year estimates for females (millions),5.409
203,Czechia,2017,Sex ratio (males per 100 females),96.7276
203,Czechia,2017,Population aged 0 to 14 years old (percentage),15.3854
203,Czechia,2017,Population aged 60+ years old (percentage),25.5217
203,Czechia,2017,Population density,137.7658
203,Czechia,2017,Surface area (thousand km2),78.8678
203,Czechia,2019,Population mid-year estimates (millions),10.6892
203,Czechia,2019,Population mid-year estimates for males (millions),5.2606
203,Czechia,2019,Population mid-year estimates for females (millions),5.4286
203,Czechia,2019,Sex ratio (males per 100 females),96.9061
203,Czechia,2019,Population aged 0 to 14 years old (percentage),15.723
203,Czechia,2019,Population aged 60+ years old (percentage),25.9381
203,Czechia,2019,Population density,138.3896
408,Dem. People's Rep. Korea,2005,Population mid-year estimates (millions),23.9042
408,Dem. People's Rep. Korea,2005,Population mid-year estimates for males (millions),11.6703
408,Dem. People's Rep. Korea,2005,Population mid-year estimates for females (millions),12.2338
408,Dem. People's Rep. Korea,2005,Sex ratio (males per 100 females),95.3941
408,Dem. People's Rep. Korea,2005,Population aged 0 to 14 years old (percentage),24.7227
408,Dem. People's Rep. Korea,2005,Population aged 60+ years old (percentage),11.8692
408,Dem. People's Rep. Korea,2005,Population density,198.5231
408,Dem. People's Rep. Korea,2010,Population mid-year estimates (millions),24.5488
408,Dem. People's Rep. Korea,2010,Population mid-year estimates for males (millions),11.9946
408,Dem. People's Rep. Korea,2010,Population mid-year estimates for females (millions),12.5542
408,Dem. People's Rep. Korea,2010,Sex ratio (males per 100 females),95.5425
408,Dem. People's Rep. Korea,2010,Population aged 0 to 14 years old (percentage),22.6383
408,Dem. People's Rep. Korea,2010,Population aged 60+ years old (percentage),12.9497
408,Dem. People's Rep. Korea,2010,Population density,203.8771
408,Dem. People's Rep. Korea,2017,Population mid-year estimates (millions),25.4298
408,Dem. People's Rep. Korea,2017,Population mid-year estimates for males (millions),12.4363
408,Dem. People's Rep. Korea,2017,Population mid-year estimates for females (millions),12.9935
408,Dem. People's Rep. Korea,2017,Sex ratio (males per 100 females),95.7111
408,Dem. People's Rep. Korea,2017,Population aged 0 to 14 years old (percentage),20.4528
408,Dem. People's Rep. Korea,2017,Population aged 60+ years old (percentage),13.5105
408,Dem. People's Rep. Korea,2017,Population density,211.1936
408,Dem. People's Rep. Korea,2017,Surface area (thousand km2),120.538
408,Dem. People's Rep. Korea,2019,Population mid-year estimates (millions),25.6662
408,Dem. People's Rep. Korea,2019,Population mid-year estimates for males (millions),12.5528
408,Dem. People's Rep. Korea,2019,Population mid-year estimates for females (millions),13.1134
408,Dem. People's Rep. Korea,2019,Sex ratio (males per 100 females),95.7247
408,Dem. People's Rep. Korea,2019,Population aged 0 to 14 years old (percentage),19.9933
408,Dem. People's Rep. Korea,2019,Population aged 60+ years old (percentage),14.6316
408,Dem. People's Rep. Korea,2019,Population density,213.1564
180,Dem. Rep. of the Congo,2005,Population mid-year estimates (millions),54.7859
180,Dem. Rep. of the Congo,2005,Population mid-year estimates for males (millions),27.2218
180,Dem. Rep. of the Congo,2005,Population mid-year estimates for females (millions),27.5641
